,nome_estacao,poluente,metrica,ano,nível_de_poluicao,unidade_de_nivel_de_poluicao,tipo_de_estacao,tipo_de_area,longitude,latitude,altitude,cidade,populacao_da_cidade,link_dados_raw,link_tabela_EEA,poluente_descricao,indice_qualidade_do_ar
5782,Santiago do Cacém,PM2.5,Mínimo diário anual,2019,0.0,ug/m3,Industrial,urbano,-8.6975,38.02,261.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2019&Year_to=2019&Station=STA-PT04004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5783,Minho-Lima,PM10,Mínimo diário anual,2015,1.583,ug/m3,Fundo,rural,-8.6939,41.8022,777.0,Viana do Castelo                                                                ,84417.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA-PT01047&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5784,Quebedo,PM10,Mínimo diário anual,2017,5.192,ug/m3,Tráfego,urbano,-8.8942,38.5242,16.0,Setúbal                                                                         ,115126.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA-PT03094&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5785,Mindelo-Vila do Conde,PM10,Mínimo diário anual,2020,15.25,ug/m3,Fundo,suburbano,-8.7208,41.3086,25.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-PT01051&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5786,Estarreja,SO2,Mínimo diário anual,2015,0.125,ug/m3,Fundo,suburbano,-8.5672,40.7586,14.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2015&Year_to=2015&Station=STA-PT02004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5787,Faial,O3,Mínimo diário anual,2019,30.142,ug/m3,Fundo,rural,-28.6314,38.605,310.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-PT07001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
5788,Joaquim Magalhães,PM2.5,Mínimo diário anual,2017,2.121,ug/m3,Fundo,urbano,-7.9267,37.015,4.0,Faro                                                                            ,61015.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2017&Year_to=2017&Station=STA-PT05007&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5789,Leça do Balio-Matosinhos,O3,Mínimo diário anual,2014,3.5,ug/m3,Fundo,suburbano,-8.6322,41.2181,40.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2014&Year_to=2014&Station=STA-PT01034&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
5790,Joaquim Magalhães,PM2.5,Mínimo diário anual,2014,3.11,ug/m3,Fundo,urbano,-7.9267,37.015,4.0,Faro                                                                            ,61015.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2014&Year_to=2014&Station=STA-PT05007&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5791,Terena,SO2,Mínimo diário anual,2014,0.125,ug/m3,Fundo,rural,-7.3975,38.615,187.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2014&Year_to=2014&Station=STA-PT04006&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5792,Alfragide/Amadora,SO2,Mínimo diário anual,2021,1.354,ug/m3,Fundo,urbano,-9.2075,38.7389,109.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5793,Olivais,PM2.5,Mínimo diário anual,2016,1.792,ug/m3,Fundo,urbano,-9.1081,38.7689,32.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2016&Year_to=2016&Station=STA-PT03071&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5794,Faial,PM10,Mínimo diário anual,2017,1.079,ug/m3,Fundo,rural,-28.6314,38.605,310.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA-PT07001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5795,Custóias-Matosinhos,NO2,Mínimo diário anual,2015,3.608,ug/m3,Fundo,suburbano,-8.6447,41.1997,100.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2015&Year_to=2015&Station=STA-PT01021&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5796,Terena,PM2.5,Mínimo diário anual,2020,0.048,ug/m3,Fundo,rural,-7.3975,38.615,187.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2020&Year_to=2020&Station=STA-PT04006&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
5797,Chamusca,SO2,Mínimo diário anual,2022,0.033,ug/m3,Fundo,rural,-8.4661,39.3525,143.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5798,Cerro,PM10,Mínimo diário anual,2021,1.596,ug/m3,Fundo,rural,-7.6786,37.3125,300.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5799,Cerro,PM10,Mínimo diário anual,2020,0.592,ug/m3,Fundo,rural,-7.6786,37.3125,300.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA-PT05012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5800,Santa Combinha,NO2,Mínimo diário anual,2019,0.467,ug/m3,Fundo,rural,-6.8872,41.5719,,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-PT01100&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5801,Faial,SO2,Mínimo diário anual,2015,0.479,ug/m3,Fundo,rural,-28.6314,38.605,310.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2015&Year_to=2015&Station=STA-PT07001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5802,Douro Norte,PM10,Mínimo diário anual,2017,1.0,ug/m3,Fundo,rural,-7.7908,41.3714,1086.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA-PT01048&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5803,Lavradio,PM10,Mínimo diário anual,2015,1.895,ug/m3,Industrial,urbano,-9.0478,38.6667,31.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA-PT03055&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5804,Fidalguinhos,NO2,Mínimo diário anual,2019,5.368,ug/m3,Fundo,urbano,-9.0486,38.65,24.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-PT03103&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5805,Santana,NO2,Mínimo diário anual,2022,0.708,ug/m3,Fundo,rural,-16.8864,32.8078,0.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5806,Frossos-Braga,NO2,Mínimo diário anual,2022,5.733,ug/m3,Fundo,suburbano,-8.4569,41.5694,51.0,Braga                                                                           ,182679.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5807,Quebedo,NO2,Mínimo diário anual,2013,5.25,ug/m3,Tráfego,urbano,-8.8942,38.5242,16.0,Setúbal                                                                         ,115126.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2013&Year_to=2013&Station=STA-PT03094&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5808,Loures-Centro,O3,Mínimo diário anual,2013,7.054,ug/m3,Fundo,urbano,-9.1644,38.8297,10.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2013&Year_to=2013&Station=STA-PT03085&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
5809,Faial,PM10,Mínimo diário anual,2016,1.175,ug/m3,Fundo,rural,-28.6314,38.605,310.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA-PT07001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5810,Fornelo do Monte,O3,Mínimo diário anual,2020,33.042,ug/m3,Fundo,rural,-8.1006,40.6411,731.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2020&Year_to=2020&Station=STA-PT02021&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
5811,Montemor-o-Velho,NO2,Mínimo diário anual,2014,0.0,ug/m3,Fundo,rural,-8.6767,40.1828,14.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2014&Year_to=2014&Station=STA-PT02022&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5812,Coimbra/ Avenida Fernão Magalhães,NO2,Mínimo diário anual,2018,15.208,ug/m3,Tráfego,urbano,-8.4017,40.2147,20.0,Coimbra                                                                         ,134166.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2018&Year_to=2018&Station=STA-PT02006&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de azoto,Muito Bom
5813,Paio Pires,SO2,Mínimo diário anual,2013,0.0,ug/m3,Industrial,suburbano,-9.0811,38.6194,47.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2013&Year_to=2013&Station=STA-PT03063&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5814,Meco-Perafita,SO2,Mínimo diário anual,2020,1.292,ug/m3,Industrial,suburbano,-8.7131,41.2322,25.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2020&Year_to=2020&Station=STA-PT01025&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5815,Alverca,PM10,Mínimo diário anual,2019,4.6,ug/m3,Fundo,urbano,-9.0403,38.8961,22.0,Vila Franca de Xira                                                             ,141957.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA-PT03101&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5816,Cónego Dr. Manuel Faria-Azurém,PM10,Mínimo diário anual,2019,4.167,ug/m3,Tráfego,urbano,-8.2964,41.4497,185.0,Guimarães                                                                       ,152309.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA-PT01046&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
5817,Monte Velho,SO2,Mínimo diário anual,2015,1.708,ug/m3,Fundo,rural,-8.7986,38.0769,53.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2015&Year_to=2015&Station=STA-PT04002&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Dióxido de enxofre,Muito Bom
5818,Olivais,O3,Mínimo diário anual,2022,9.958,ug/m3,Fundo,urbano,-9.1081,38.7689,32.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=1 year day min,Ozono,Muito Bom
