Período;Região;Instituição;Localização Geográfica;Nº Total de Partos;Nº Cesarianas
2014-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;256;100
2014-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;581;125
2014-07;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;2630;726
2014-07;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;886;243
2014-07;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;1247;324
2014-07;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;644;173
2014-07;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;935;219
2014-08;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;671;245
2014-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;675;140
2014-08;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173,-8.3086907;1250;348
2014-08;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;1058;318
2014-08;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;957;255
2014-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;1345;406
2014-09;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;3510;957
2014-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;2665;818
2014-09;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;1685;473
2014-09;Região de Saúde LVT;Hospital de Loures, PPP;38.821455,-9.176296;1704;338
2014-09;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;847;229
2014-09;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173,-8.3086907;1451;389
2014-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;2020;615
2014-09;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;524;179
2014-09;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;1959;596
2014-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;1078;273
2014-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;437;107
2014-10;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;1371;383
2014-10;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;1261;345
2014-10;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;1839;474
2014-10;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;657;188
2014-10;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;1168;275
2014-10;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;589;195
2014-10;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;1055;364
2014-10;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;2167;653
2014-11;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;1684;514
2014-11;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;1651;409
2014-11;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;523;213
2014-11;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;3294;998
2014-11;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173,-8.3086907;1775;475
2014-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;1238;309
2014-12;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;4725;1294
2014-12;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;3573;1050
2014-12;Região de Saúde LVT;Hospital de Loures, PPP;38.821455,-9.176296;2362;462
2014-12;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;2502;671
2014-12;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;1636;394
2014-12;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;1301;459
2014-12;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;1338;343
2015-01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;107;28
2015-01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973,-7.9281554;288;68
2015-01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006,-9.418267;194;52
2015-01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;99;33
2015-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;247;74
2015-01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;210;59
2015-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;110;41
2015-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;142;37
2015-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;34;22
2015-02;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;278;82
2015-02;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;738;238
2015-02;Região de Saúde LVT;Hospital de Loures, PPP;38.821455,-9.176296;358;87
2015-02;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;235;53
2015-02;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;201;53
2015-02;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;433;132
2015-02;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;359;105
2015-02;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;434;130
2015-02;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;226;54
2015-03;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;132;40
2015-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;527;161
2015-03;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;553;157
2015-03;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;299;109
2015-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;351;83
2015-04;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;206;56
2015-04;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;1492;433
2015-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;463;142
2015-04;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;442;131
2015-04;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;243;73
2015-04;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;490;118
2015-04;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;721;191
2015-04;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;416;154
2015-04;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;458;121
2015-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;765;238
2015-05;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;923;225
2015-05;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;624;154
2015-05;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;479;126
2015-05;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984,-8.4802503;493;184
2015-05;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;184;87
2015-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;264;63
2015-06;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;2341;677
2015-06;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;868;193
2015-06;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;230;71
2015-06;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;1665;456
2015-06;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;772;226
2015-06;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;572;155
2015-06;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;1293;376
2015-06;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;1160;356
2015-06;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;1339;383
2015-06;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;229;105
2015-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;307;70
2015-07;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973,-7.9281554;1992;488
2015-07;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;774;224
2015-07;Região de Saúde LVT;Hospital de Loures, PPP;38.821455,-9.176296;1336;298
2015-07;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;1352;349
2015-07;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;839;223
2015-08;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;891;251
2015-08;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;1499;366
2015-08;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946,-8.6937515;796;223
2015-08;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056,-8.6010558;1599;479
2015-08;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;2067;561
2015-08;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;959;277
2015-08;Região de Saúde Norte;Hospital de Braga, PPP;41.56785,-8.398982;1813;521
2015-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;401;92
2015-09;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973,-7.9281554;2674;671
2015-09;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;1265;260
2015-09;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916,-7.2734793;430;142
2015-09;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;578;203
2015-09;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;1752;446
2015-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;1088;288
2015-09;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;1093;269
2015-10;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;1600;481
2015-10;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;2617;709
2015-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;954;219
2015-11;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;1297;371
2015-11;Região de Saúde LVT;Hospital de Loures, PPP;38.821455,-9.176296;2288;487
2015-11;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711,-8.7589945;700;239
2015-11;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138,-8.5972617;1572;496
2015-11;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456,-8.6745115;1348;364
2015-12;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;1138;349
2015-12;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;551;171
2015-12;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;1940;584
2015-12;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;378;94
2015-12;Região de Saúde LVT;Hospital de Loures, PPP;38.821455,-9.176296;2502;534
2015-12;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;1620;370
2015-12;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;2711;778
2015-12;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;2507;637
2015-12;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;1991;520
2015-12;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;477;198
2016-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425,-7.4263845;40;9
2016-01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973,-7.9281554;306;96
2016-01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;163;36
2016-01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263,-7.4981271;31;8
2016-01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;117;33
2016-01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;234;70
2016-01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;133;29
2016-01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;106;38
2016-01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173,-8.3086907;163;54
2016-02;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861,-7.9032848;204;57
2016-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;172;43
2016-02;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;358;90
2016-02;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072,-8.5404429;146;29
2016-02;Região de Saúde LVT;Hospital de Loures, PPP;38.821455,-9.176296;414;90
2016-02;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235,-8.984506;261;68
2016-02;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;372;101
2016-02;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784,-7.7515252;227;89
2016-03;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;139;51
2016-03;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;1126;294
2016-03;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454,-9.216985;564;150
2016-03;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;581;148
2016-03;Região de Saúde LVT;Hospital de Loures, PPP;38.821455,-9.176296;620;131
2016-03;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884,-8.5458794;406;96
2016-03;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;130;59
2016-04;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;1499;406
2016-04;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364,-8.0827433;627;140
2016-04;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005,-9.0592392;440;123
2016-04;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948,-9.1371248;1087;330
2016-04;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754,-8.8818638;480;177
2016-04;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;781;190
2016-04;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257,-9.2264834;874;246
2016-04;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713,-9.1822554;827;220
2016-04;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054,-8.8252713;438;123
2016-04;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;169;77
2016-05;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973,-7.9281554;1445;371
2016-05;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158,-7.4922407;221;83
2016-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;837;228
2016-05;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453,-8.6543716;700;181
2016-05;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523,-8.4098211;1926;528
2016-05;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629,-9.1258493;584;173
2016-05;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861,-9.1616116;993;249
2016-05;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498,-8.6172617;1289;351
2016-05;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561,-8.264901;935;268
2016-05;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532,-6.7888197;207;90
2016-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123,-7.8721227;534;151
2016-06;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812,-8.7982706;1004;282
