,período,região,instituição,localização_geográfica,total_partos,total_cesarianas,ano,mês,partos_mês,cesarianas_mês,percent_cesarianas_mês,percent_cesarianas_ano
3504,2015-05,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",230,71,2015,5,55.0,24.0,43.6,não aplicável
1836,2015-07,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",325,106,2015,7,95.0,35.0,36.8,não aplicável
209,2015-08,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",376,122,2015,8,51.0,16.0,31.4,não aplicável
2725,2015-09,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",430,142,2015,9,54.0,20.0,37.0,não aplicável
222,2015-10,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",463,151,2015,10,33.0,9.0,27.3,não aplicável
1088,2015-11,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",505,170,2015,11,42.0,19.0,45.2,não aplicável
1875,2015-12,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",556,187,2015,12,51.0,17.0,33.3,33.6
1100,2016-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",46,17,2016,1,46.0,17.0,37.0,não aplicável
3568,2016-02,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",90,36,2016,2,44.0,19.0,43.2,não aplicável
261,2016-03,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",140,53,2016,3,50.0,17.0,34.0,não aplicável
1904,2016-04,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",199,75,2016,4,59.0,22.0,37.3,não aplicável
1133,2016-05,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",236,94,2016,5,37.0,19.0,51.4,não aplicável
1920,2016-06,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",281,111,2016,6,45.0,17.0,37.8,não aplicável
1931,2016-07,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",329,131,2016,7,48.0,20.0,41.7,não aplicável
2811,2016-08,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",378,154,2016,8,49.0,23.0,46.9,não aplicável
2820,2016-09,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",433,174,2016,9,55.0,20.0,36.4,não aplicável
1168,2016-10,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",483,201,2016,10,50.0,27.0,54.0,não aplicável
1957,2016-11,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",534,216,2016,11,51.0,15.0,29.4,não aplicável
1965,2016-12,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",572,229,2016,12,38.0,13.0,34.2,40.0
2847,2017-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",48,18,2017,1,48.0,18.0,37.5,não aplicável
2854,2017-02,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",85,32,2017,2,37.0,14.0,37.8,não aplicável
1202,2017-03,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",135,60,2017,3,50.0,28.0,56.0,não aplicável
351,2017-04,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",185,78,2017,4,50.0,18.0,36.0,não aplicável
360,2017-05,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",223,97,2017,5,38.0,19.0,50.0,não aplicável
3685,2017-06,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",267,114,2017,6,44.0,17.0,38.6,não aplicável
2018,2017-07,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",309,131,2017,7,42.0,17.0,40.5,não aplicável
3698,2017-08,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",354,146,2017,8,45.0,15.0,33.3,não aplicável
3708,2017-09,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",391,160,2017,9,37.0,14.0,37.8,não aplicável
2913,2017-10,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",450,187,2017,10,59.0,27.0,45.8,não aplicável
401,2017-11,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",501,203,2017,11,51.0,16.0,31.4,não aplicável
411,2017-12,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",553,221,2017,12,52.0,18.0,34.6,40.0
3740,2018-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",50,17,2018,1,50.0,17.0,34.0,não aplicável
430,2018-02,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",100,27,2018,2,50.0,10.0,20.0,não aplicável
441,2018-03,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",134,41,2018,3,34.0,14.0,41.2,não aplicável
2097,2018-04,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",184,64,2018,4,50.0,23.0,46.0,não aplicável
454,2018-05,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",230,79,2018,5,46.0,15.0,32.6,não aplicável
2966,2018-06,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",284,95,2018,6,54.0,16.0,29.6,não aplicável
1312,2018-07,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",338,120,2018,7,54.0,25.0,46.3,não aplicável
2981,2018-08,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",393,137,2018,8,55.0,17.0,30.9,não aplicável
1324,2018-09,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",437,147,2018,9,44.0,10.0,22.7,não aplicável
1333,2018-10,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",486,163,2018,10,49.0,16.0,32.7,não aplicável
506,2018-11,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",536,173,2018,11,50.0,10.0,20.0,não aplicável
3825,2018-12,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",580,186,2018,12,44.0,13.0,29.5,32.1
3836,2019-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",45,12,2019,1,45.0,12.0,26.7,não aplicável
3846,2019-02,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",77,17,2019,2,32.0,5.0,15.6,não aplicável
1369,2019-03,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",119,29,2019,3,42.0,12.0,28.6,não aplicável
2172,2019-04,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",162,43,2019,4,43.0,14.0,32.6,não aplicável
1383,2019-05,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",216,58,2019,5,54.0,15.0,27.8,não aplicável
2190,2019-06,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",270,74,2019,6,54.0,16.0,29.6,não aplicável
1399,2019-07,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",315,91,2019,7,45.0,17.0,37.8,não aplicável
2207,2019-08,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",363,113,2019,8,48.0,22.0,45.8,não aplicável
2210,2019-09,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",407,125,2019,9,44.0,12.0,27.3,não aplicável
3070,2019-10,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",446,143,2019,10,39.0,18.0,46.2,não aplicável
3078,2019-11,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",488,158,2019,11,42.0,15.0,35.7,não aplicável
1442,2019-12,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",538,174,2019,12,50.0,16.0,32.0,32.3
606,2020-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",48,18,2020,1,48.0,18.0,37.5,não aplicável
613,2020-02,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",92,33,2020,2,44.0,15.0,34.1,não aplicável
2249,2020-03,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",138,53,2020,3,46.0,20.0,43.5,não aplicável
2260,2020-04,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",186,72,2020,4,48.0,19.0,39.6,não aplicável
639,2020-05,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",241,89,2020,5,55.0,17.0,30.9,não aplicável
1480,2020-06,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",290,107,2020,6,49.0,18.0,36.7,não aplicável
2280,2020-07,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",336,126,2020,7,46.0,19.0,41.3,não aplicável
3138,2020-08,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",381,140,2020,8,45.0,14.0,31.1,não aplicável
3144,2020-09,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",419,151,2020,9,38.0,11.0,28.9,não aplicável
4005,2020-10,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",462,166,2020,10,43.0,15.0,34.9,não aplicável
1504,2020-11,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",510,179,2020,11,48.0,13.0,27.1,não aplicável
1516,2020-12,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",547,188,2020,12,37.0,9.0,24.3,34.4
2342,2021-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",40,15,2021,1,40.0,15.0,37.5,não aplicável
4036,2021-02,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",67,32,2021,2,27.0,17.0,63.0,não aplicável
2356,2021-03,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",106,46,2021,3,39.0,14.0,35.9,não aplicável
2371,2021-04,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",151,58,2021,4,45.0,12.0,26.7,não aplicável
1547,2021-05,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",187,70,2021,5,36.0,12.0,33.3,não aplicável
3206,2021-06,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",219,83,2021,6,32.0,13.0,40.6,não aplicável
754,2021-07,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",260,101,2021,7,41.0,18.0,43.9,não aplicável
1568,2021-08,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",309,114,2021,8,49.0,13.0,26.5,não aplicável
4084,2021-09,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",349,126,2021,9,40.0,12.0,30.0,não aplicável
3240,2021-10,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",385,140,2021,10,36.0,14.0,38.9,não aplicável
4098,2021-11,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",428,155,2021,11,43.0,15.0,34.9,não aplicável
2438,2021-12,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",474,174,2021,12,46.0,19.0,41.3,36.7
3267,2022-01,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",31,12,2022,1,31.0,12.0,38.7,não aplicável
796,2022-02,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",63,25,2022,2,32.0,13.0,40.6,não aplicável
805,2022-03,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",102,43,2022,3,39.0,18.0,46.2,não aplicável
4138,2022-04,Região de Saúde do Centro,"Unidade Local de Saúde da Guarda, EPE","40.5309916,-7.2734793",137,59,2022,4,35.0,16.0,45.7,não aplicável
1622,2013-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",210,59,2013,1,210.0,59.0,28.1,não aplicável
2494,2013-02,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",400,110,2013,2,190.0,51.0,26.8,não aplicável
21,2013-03,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",595,160,2013,3,195.0,50.0,25.6,não aplicável
844,2013-04,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",781,206,2013,4,186.0,46.0,24.7,não aplicável
3319,2013-05,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1009,267,2013,5,228.0,61.0,26.8,não aplicável
41,2013-06,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1211,318,2013,6,202.0,51.0,25.2,não aplicável
49,2013-07,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1411,368,2013,7,200.0,50.0,25.0,não aplicável
2541,2013-08,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1605,418,2013,8,194.0,50.0,25.8,não aplicável
1680,2013-09,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1814,474,2013,9,209.0,56.0,26.8,não aplicável
895,2013-10,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",2044,527,2013,10,230.0,53.0,23.0,não aplicável
2566,2013-11,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",2255,582,2013,11,211.0,55.0,26.1,não aplicável
908,2013-12,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",2452,639,2013,12,197.0,57.0,28.9,26.1
3373,2014-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",187,45,2014,1,187.0,45.0,24.1,não aplicável
2589,2014-02,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",385,93,2014,2,198.0,48.0,24.2,não aplicável
2597,2014-03,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",594,159,2014,3,209.0,66.0,31.6,não aplicável
3395,2014-04,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",791,225,2014,4,197.0,66.0,33.5,não aplicável
963,2014-05,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1003,268,2014,5,212.0,43.0,20.3,não aplicável
115,2014-06,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1225,321,2014,6,222.0,53.0,23.9,não aplicável
1745,2014-07,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1444,373,2014,7,219.0,52.0,23.7,não aplicável
3438,2014-08,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1646,421,2014,8,202.0,48.0,23.8,não aplicável
139,2014-09,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1878,483,2014,9,232.0,62.0,26.7,não aplicável
1765,2014-10,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",2093,545,2014,10,215.0,62.0,28.8,não aplicável
1771,2014-11,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",2255,582,2014,11,162.0,37.0,22.8,não aplicável
2656,2014-12,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",2502,671,2014,12,247.0,89.0,36.0,26.8
2665,2015-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",210,59,2015,1,210.0,59.0,28.1,não aplicável
1800,2015-02,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",396,111,2015,2,186.0,52.0,28.0,não aplicável
1031,2015-03,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",583,166,2015,3,187.0,55.0,29.4,não aplicável
1816,2015-04,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",765,225,2015,4,182.0,59.0,32.4,não aplicável
3509,2015-05,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",964,291,2015,5,199.0,66.0,33.2,não aplicável
2706,2015-06,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1160,356,2015,6,196.0,65.0,33.2,não aplicável
203,2015-07,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1388,422,2015,7,228.0,66.0,28.9,não aplicável
2718,2015-08,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1599,479,2015,8,211.0,57.0,27.0,não aplicável
1070,2015-09,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1805,530,2015,9,206.0,51.0,24.8,não aplicável
224,2015-10,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",2059,610,2015,10,254.0,80.0,31.5,não aplicável
3553,2015-11,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",2276,670,2015,11,217.0,60.0,27.6,não aplicável
241,2015-12,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",2503,731,2015,12,227.0,61.0,26.9,29.2
1106,2016-01,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",209,60,2016,1,209.0,60.0,28.7,não aplicável
1114,2016-02,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",407,123,2016,2,198.0,63.0,31.8,não aplicável
3580,2016-03,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",624,186,2016,3,217.0,63.0,29.0,não aplicável
1128,2016-04,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",833,245,2016,4,209.0,59.0,28.2,não aplicável
278,2016-05,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1027,311,2016,5,194.0,66.0,34.0,não aplicável
1143,2016-06,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1247,372,2016,6,220.0,61.0,27.7,não aplicável
3600,2016-07,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1452,423,2016,7,205.0,51.0,24.9,não aplicável
300,2016-08,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1649,477,2016,8,197.0,54.0,27.4,não aplicável
3615,2016-09,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",1888,547,2016,9,239.0,70.0,29.3,não aplicável
313,2016-10,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",2116,607,2016,10,228.0,60.0,26.3,não aplicável
3637,2016-11,Região de Saúde Norte,"Centro Hospitalar Universitário de São João, EPE","41.1831056,-8.6010558",2337,674,2016,11,221.0,67.0,30.3,não aplicável
